"Label","Text","Token_Length","Avg_Token_Length"
"religious"," ভাইকোরআন এর তাফসিরএর এমন এক এপ খুজতেছিলাম আপনি যদি একটু এপ নাম ব উপকৃত হতাম ","15","14"
"inciteful"," কমেন্ট কিন্তু আপনি ক ইসলামিক রাস্ট্র গঠন কর চান? বাংলাদেশ অধিকাংশ ইসলাম পন্থি ইসলাম নিয়ম কথা বল কিন্তু সেভাব কাজ করেননা তা তা মসজি মধ্য আবদ্ধ রাখছ কিন্তু আমা নব মসজিদ বস সবকিছু করত যেমন জিহাদ শাসন ","37","16"
"hate_speech"," নাস্তিক কথা এর চা কি আশা ক যা ","8","11"
"political_comment"," ভা এ গণতন্ত্র মালিক তো আপেক্ষিক ধ হ স্থায়ী ন যেমন প্রশ্ন যদি করি আপন বাস ফ্রিজ মালিক কে?অথবা বাসা ও বাস জায়গ মালিক কে? উত্তর আসব আপনি যে আপেক্ষিক স্থায়ী ন গণতন্ত্র অনেক বিষ আপন ম এরকম প্রশ্নাদির মধ্য ফেলানো সম্ভব যে ইসলামিক জ্ঞান ভুল তব হ্যাঁ আপেক্ষিক আর রিয়্যেলি মধ্য পার্থক্য বুঝ হব ","54","15"
"religious"," ঠিক এমন যুক্তি ইবলিশ শয়তান ও কর কিন্ত ত আজ স অভিশপ্ত ","12","12"
"inciteful"," আসল সত্যি কথা বলতেআমা বাংগালী মেরুদণ্ড শক্তি কম যত আম নিজে বীর জাতি মন করি না ক এবং কিছু হুজুগ ","18","16"
"inciteful"," বাংলাদেশ সংখ্যাগরিষ্ট মানুষ মুসলিম তা চেতনা ইসলাম কিন্তু গণতান্ত্রিককুফরী শাসনতন্ত্র দল এ বিষয় প্রতিনিয়ত এড়িয় য চায় আমি আওয়ামিলীগ বিএনপি জামায়াত কিংবা জাতীয়পার্ বহু সমর্থক সাথ ইসলামী খিলাফাত ব্যাপার কথা বলে আলহামদুলিল্লাহ্ִ গু কয়েক স্বার্থান্বেষী ভ্রষ্ট লোক ছাড়া কেউ দ্বিমত পোষন কর নি এখন দরক ইসলামী খিলাফাত জন্য আমা কোন নেতা প্রতিস্ঠা ক এবং এর পক্ষ ব্যাপক প্রচ কর জনগণ ভ্রান্তি দূর কর জনগণ প্রত্যাশিত ইমাম মাহ্ִদীর খিলাফাত কালো পতাক নিচ নিয় এস সুশান ও শান্তি প্রতিষ্ঠা ক সময় য আর বেশি ন আম এখন সভ্যত ক্রান্তিলগ্ন তব বিজয় মুসলমান হব হব ইনশাআল্লাহ্ִ ","93","17"
"religious"," ইনশাআল্লাহ ","1","30"
"political_comment"," এমন নেতা আ শুধু মাত্র আম ত আনুগত্য করল হব ","10","12"
"inciteful"," اللّٰه أكبر • إن شاءلله খোরাসানী মুজাহীদ গণ কামিয়াবী সুনিশ্চিত সময় অপেক্ষামাত্র ","12","16"
"political_comment"," আব্দুল কাদির আম জনগন ওত কিছু বুঝিনা জাষ্ট এক নির্বাচন চা য নির্বাচন সব ভোটাধিক থাকব ","16","15"
"inciteful"," হুম আব এক সুষ্ঠু নির্বাচন হপ সব ভোটাধিক প্রতিষ্ঠিত হপ শাষ আব প্রতারিত হয় কপাল চাপড়ানো হপ্প এভাব প্রতিনিয়ত ফুটবল মত লাথি খেয় যাওয়া ছাড়া আর কিছু কর পারব না আপনি মুসলিম ইসলাম জানুন মানুন তব আপন গোলপোস্ট তৈরী হব আর তা ফুটবল বানিয় আপন লক্ষ্য এগিয় য পারব ","49","16"
"inciteful"," এ টা তখনি সম্ভব যখন দেশ শিক্ষ হ ১০০ এর কাছাকা থাকব ভুল গাল চলবেনা বাংলাদেশ ১/৩ অংশ এখন ও অশিক্ষিত এবং তা ভোট ও বট তা ভোট দেওয় সম আওয়ামীলীগ বিএনপি ছাড়া কিছু বুঝ না এর কারন তা ফেইসবুক চালা না দেশ খবর রাখেনা কি হ দাশ তা চিন্তাধা এ রকম য ব্যাংক টাকা চুরি হই তো কি হই আম কোন টাকা যা না এরদোগান এর মতো নেতা তখনি সম্ভব যখন শিক্ষ হ বাড়ব সকল ভোট দেওয় ক্ষেত্র সচেতন হব অন্যথা ফেইসবু যত পোস্ট কর কাজ আসব না ","90","12"
"inciteful"," বাংলাদেশ জনগন তা ব্যক্তিত্ব টা হরি বহু আগ আর হুশ গেয়ান বেচ মুশরীক দের কা তা য প্রোডাক্ট গেলা তা গাল আর ঐ প্রডাক্ট রিয়াকশন চল আমা উচিৎ আর কারর ন নিজ কথা নিজ ভাব নি হব আম ভালো আমি ছা কেউ কর পারব না তা আমা দিক নির্দেশনা ঠিক কর নি হব য ঐ নির্দেশ ম চলব তা প্রাধান্য দেয়া হব নচেৎ বাতিল আর ঐ নির্দেশ ম চল মত কোন দল না থাকল এমন এক দল দাড় করা হব য জনগন জন্য ও জনগন দ্বা গঠিত হব এ দু বে পচা রাজনীতির বন্ধ হোক দেশ বাচুক বাচুক জনগন ও সম্পদ ","93","13"
"communal_attack"," এ দেশ মানুষ মধ্য কি কি কম আর কি কি বেড় জানি না তব এক জিন বেড় সে হলো ভারত প্রতি ঘৃনা আব ভারত ঘৃনা ক বাংলাদেশ স্বাধীনতা সার্বভৌমত্ব মূল ভিত্তি ৭১এ যুদ্ধ না হল বাংলাদেশ স্বাধীন হ য কিন্তু ৪৭ এ ভারত ভাগ না হল বাংলাদেশ সৃষ্ হ না ভারত ক ভাগ হলো? বৃটিশ আস আগ মুসলিম শাসনাধীন ভ হিন্দু মুসলমান সবা মিল মিশ ছিলো আজ ভারত শাসক মুসলমান সঙ্গ যা কর মুসলিম শাসনাধীন ভ মুসলিম শাসক হিন্দু সঙ্গ স ব্যবহ করল এখন এ উপমহাদাশ কোনো হিন্দু থাক না হিন্দু বিশ্বাস ঘাতকত কারন মুসলিম শাসনাধীন ভারত বৃটিশ হা চল গিয়েছিলো আর বৃটিশ চিরস্থায়ী বন্দোবস্ত মাধ্যম মুসলমান জমি হিন্দু দি দিলো ভারত ক ভাগ হলো?? কারন বৃটিশ শাসনাধীন ভ পুরো সম মুসলমান হিন্দু হা নির্যাতিত হ এ নির্যাতন থ বাচ মুসলমান নিজে জন্য পৃথক রাষ্ট্র দা করলো পর ৪৭ এ ভারত ভাগ হ তিন রাষ্ট্র হলো ছোট ছোট দু রাষ্ট্র দেয়া হলো মুসলমান তারমধ্য এক হলো এ বাংলাদেশ তাহল আমা স্বাধীনতা সার্বভৌমত্ব মূল ভিত্তি হলো ভারত প্রতি ঘৃনা তা আম ম ভারত প্রতি ঘৃনা সাধারন জনগন চেতনা হ পার ","177","15"
"religious"," আল্লাহ কোরআন যত জাতির কথা উল্লেখ কর তা জনগণ 'অধিকাংশই' ছিলো পথভ্রষ্ট 'অল্প সংখ্যক' লোক হক/সত্য উপর থা সকল জনগণ সঠিকপথ নি আস জন্য এ 'অল্প সংখ্যক' লোক দায়িত্ব নি হব ভেড় পাল নিয়ন্ত্রণ কর জন্য যোগ্য  রাখালের খোঁজ ক এ দায়িত্ব  ","39","16"
"inciteful"," বাংলাদেশ মুসলিম এক হ য হব দশ লাঠি এক বোজা এ শব্দ মানুষ যদি বুজ তাহল আমা মুসলিম কা কাফ গুলো গোলামি করব মানুষ এখন দুনিয়াদ হ গ আল্লাহ পাক উন নবীজি ভুল গ এখন মুসলিম যদি সবা এক হ যা তাহল মুসলিম বিপদ পরব না তব বেধর্মি গুলো মুসলিম মধ্য পেচ গোছ লাগি রাখ কাফ গুলো মুসলিম ঈমান নষ্ট কর এবং মুসলিম সম্পদ লুট পুট খা আমা মুসলিম চিন্তা ফিকির কর হব তাহল আম মুসলিম ঈমান এবং মাল সম্পদ হেফাজত কর পারবো এখন আমা মুল কাজ চিন্তা ফিকির ক আল্লাহ পাক উন ভরসা থাকা ","95","13"
"political_comment"," আসল পাবলিক নিজ থ অতী উতসাহি ক্ষ্মমত জন্য সুবিধ লোভ বেশিরভাগ ই চা প্রভাব আর টাকা তা তা মাথা বিক্রি কর লিগ বিএনপি এতদিন ধর ক্ষমতা ","26","14"
"inciteful"," আমিনুল ইসলাম সালিম মুসলিম জাতির জাতীয়তা মুসলিম বাংলাদেশী কিংবা বাঙ্গালী ন বাংলাদেশী বা বাঙ্গালী জাতীয়তা থ ব হ এস মুসলিম জাতীয়তা গ্রহণ কর তারপর লক্ষ্য স্থির কর হব ","29","15"
"inciteful"," দেশ বৃহৎ মুসলিম জনগোষ্ঠীর উচিত হব ইসলামী চেতনা ঐক্যবদ্ধ হওয় ","10","17"
"political_comment"," বাংলাদাশ জনগণ কা আমি সে খুজ পাইনা এখান সিংহভাগ মানুষ বিএনপি-আওয়ামীলীগ সমর্থকবাকি জামাতজাতী পার্টিখেলাফতজমিয়ত সহ আর অনেক দল সমর্থক দলী দৃষ্টিভঙ্গি আর চিন্তা-চেতন উর্দ্ধ উঠ একেবার নিরপেক্ষ দৃষ্ নিরপেক্ষ মানুষ হিসাব দেশ ভালো চিন্তা করাধোকাবাজি আর মিথ্যাচার রাজনীতি থ বেরি নতুন কোন সুস্থ রাজনীতির সন্ধান কর কাজ কর মত মানুষ খুব অল্পসংখ্যক এখান এখান সবা দলী সংকীর্ণ চিন্তা আর অতি নেতাভক্তি প্রা অন্ধবিবেক আর কান্ডজ্ঞান ব্যবহ না বলল চল ","66","18"
"inciteful"," সারেম মাসলুল মুসলিম জন্য একমাত্র আবশ্যকী চেতনা হ হব সমস্ত ফিতনা-কুফুর মি ইসলামী শরিয়াহ শাষন প্রতিষ্ঠা ক এ পথ থ ছোটখাটো আন্দোলন মত পলায়ন কর না যত রক্ত দি হোক বা যত সম্পদ ধংস হোক ","35","14"
"inciteful"," আমি এমন চাই? কব আসব এমন সুযুগ য বিদেশি দালাল রাজনীতি দল লাথি মার দেশ বাহির ফেলাবো? ","17","13"
"inciteful"," আম জাতিগতভাব এলোম চিন্তাধার অধিকারী এ চিন্ত পরিবর্তন সহজ সম্ভব না দ্রুত পরিবর্তন তখন সম্ভব যখন মেরুদন্ডওয়ালা এরদোগান ক্ষমতা আসব নইল এজাতির ভবিষ্যৎ অন্ধক ","21","21"
"religious"," আহসান হাবিব আম এমন মুসলিম দাশ বসবাস করতে যেখান মসজি বকেয়া কারেন্ট বিল সুদ দি হ !!! ","17","13"
"inciteful"," রেজাউল হক ভা খিলাফত আমি চা গনতন্ত্র আমি মানিনা এরদোয়ান ম কেউ এল লীগ চা অন্তত ভালো হব আশা ক যা এরপর না হ খিলাফতি পরিবেশ তৈরী ক যাব ","26","14"
"hate_speech"," কুত্তালীগ কিভাব ধর্ম ব্যবহ কর ক্ষমতা আস চা দেখুন আল্লাহর উপর আস্থা ও বিশ্বাস তুল দি সংবিধান থ এ মুনাফিক কোরআন মিরাস বন্টন আইন বাতিল কর এ ফাসেক কোরআন হাদিস ব ক জংগি জিহাদী ব তকমা দি ইসলামপ্রি মানুষ হেনস্থা কর জ জুলুম দি অবিরত দাড়িঁ টুপি দেখল জংগি বল গ্রেফত কর এ মালাউন দাস ","55","15"
"hate_speech"," সা দাশ তাফসিরুল কোরআন মাহফিল উপর নিষেধাজ্ঞা জারি কর এ কাফেররাই! ","11","16"
"hate_speech"," নগ্নতা আর বেহায়াপনা ছড়ি দেশ ভারতী মালাউন ব্রামন্যবাদি ইচ্ছা ম সাজি এ হিন্দু দাস সা দাশ পর্দানশীন আমা মা বোন ইসলাম শেখ আসর থ গ্রেফত কর এ নাপক ","27","17"
"hate_speech"," সা দাশ মুসলিম চাকুরি থ বন্ছিত কর সব অমুসলিম দি প্রশাসন সাজি এ মুরতাদ ","14","16"
"hate_speech"," দেশ ইসলামী শিক্ষা ব্যবস্থা বাধা দি নাস্তিক হা শিক্ষাব্যবস্থা ছাড় দি দেশ মেরুদন্ড ভাঙ দি এ মুনাফিক আওয়ামীলীগ ","18","19"
"inciteful"," দেশ লোটপাট কর কর শেষপর্যন্ত দেশ বিক্রি কর দি এ রাষ্ট্রী শত্রু ","12","16"
"communal_attack"," ৫ আওয়ামীলীগ নাস্তিক ছড়া দেশ সকল মানুষ সম্মান ও নিরাপত্তা কাড় নি এ মালাউন ","14","15"
"inciteful"," কোন মুসলিম ধর্মনিরপেক্ষ বাদি ক্ষমতা আন ভোট দি পারেনা এ এক ভোট জন্য জাহান্নামী হ হব ","16","16"
"inciteful"," আবেগ নি চলল বিবেক থা না তা প্রথম আবেগ ছাড় বিবেক দ্বারস্ত হ হব আর চেতনা- সে তো এ দেশবাসীর ঠিক ক আ অর্থাৎ ধর্মী চেতনা কিন্তু প্রশ্ন হলো স চেতনা নি দাঁড়ানোর ' মেরুদন্ড' য ন ","37","13"
"inciteful"," আমা দেশ মানুষ দল প্রেমিক দেশ প্রেকিম না জনগন আগ দেশ নি ভাব হব পর দল নি ভাবব কিন্তু জনগব ভাবনা দেশ গোল্লা যাক দল শক্তিশালী কর হব ধন্যবাদ আপনা ","30","14"
"inciteful"," বর্তমান বাংলাদাশ ইসলাম দেশ এবং মানবত জন্য কাজ কর একমাত্র ইসলামী অান্দোলন বাংলাদেশ অন্য সব গুলো হল জোট মহাজোট মাধ্যম দালালী কর ক্ষমতা যা ","24","15"
"inciteful"," এদেশ চলা দরক ইসলামি চেতনা নি তাহল এরদোয়ান মত নেতা পা যাব ","12","14"
"inciteful"," স চেতনা হ পার বিশ্বমুসলিম ঐক্য মূলমন্ত্র খিলাফত বাস্তবায়ন ","9","20"
"inciteful"," জনগন নিজ শিক্ষিত নয়আর যা শিক্ষিত তা বেশির ভাগ পৃষ্ঠা মুখস্ত ক টাক পোকাতা আব সঠিক চেতনা উজ্জিবিত হবে😂😂 ","19","16"
"inciteful"," নো আওয়ামীলীগ নো বিএনপি নো ইস্ট নো ওয়েস্ট ইসলাম ইস দ্যা বেস্ট হাতপা ভোট দি বাংল মানুষ একব যাচা কর পার ","21","13"
"religious"," ইনশাআল্লাহ আশা করি পারব কারন ইসলাম মুসলিম দূর কথা অমুসলিম প্রতি অবিচ ক সমথন কর না ","16","15"
"inciteful"," আব্দুল্লাহ কোরেইশী ধর্মী চেতানা ছাড়া আর কোন চেতানা আমাদ মুক্তি আসব না কায়েমী অপশক্তির মোকাবেলা একমাত্র পথ হ ধর্মী চেতনা ","19","17"
"hate_speech"," প্রত্যেক দেশ শাসক হ ঐ দেশ জনগণ কর্ম ও জ্ঞান ফল য দেশ জনগণ যেমন ত শাসক ঠিক ঐ শ্রেণীর হ অধিকাংশ বাংলাদেশীর কর্ম ও মানসিকতা য শ্রেণীর শাসক ঐ শ্রেণীর ","31","13"
"hate_speech"," এ দেশ মানুষ এক এক্ বললাম না এ দেশ মানুষ দিয়া কিছু হব না ","14","11"
"hate_speech"," বাংগালী অসভ্য জাত ","3","15"
"political_comment"," স সুযোগ জনগণ দে হচ্ছেনা আর জনগণ সুযোগ তৈরি কর পারছেনা ","11","15"
"political_comment"," ইনসাফ প্রতিষ্ঠ চেতনা ","3","21"
"religious"," জনগন চেতনা ইসলাম শান্তির উপর হ উচিত আমি মন করি ","10","13"
"inciteful"," আমা চেতনা হব ইসলামি চেতনা ","5","15"
"inciteful"," ক ভা চেতনাবাজ?বাঙা হুজুগ ","4","20"
"hate_speech"," সিডেটিভ হিপ্নোটিক্স এক অশিক্ষিত জাতির কাছ থ শুধু হতাশা আর হাহুতাশ ছাড়া কিছু আশা ক যায়না ","16","15"
"political_comment"," এর্দোগান রাশিয়া ও ইরানপন্তি ","4","18"
"inciteful"," কী হব স চেতন থিওরিটা? ","5","12"
"political_comment"," জনগন কোন দি যাব বা কোন ইস্যু নি সামন এগুবে?? ","10","11"
"political_comment"," নিবাচন নি আম ভাবনা ","4","14"
"political_comment"," এব ভাগ হপপেএ জনগন এব এ ই ভাগ কর দেবেএকদি আওয়ামীলীগ অন্য গুলা ফুটবল হপপ ","15","13"
"inciteful"," বাংলাদেশ ছিঁড় খা থ মুক্ত হ সকল এগি অাসা উচিত ","10","15"
"inciteful"," ইসলামী চেতনা বাস্তবায়ন কর হব আমা সকল ","7","16"
"inciteful"," এ দেশ মানুষ কি কখন মুক্তির পথ দেখব না? ","9","11"
"inciteful"," ইসলামি চেতনা ","2","16"
"inciteful"," বাঙ্গালী চল টাকা পয়স চেতনা দি একমাত্র ইসলাম উপর একত্রি হ হব তব মুক্তি পাব ","15","14"
"political_comment"," বিএনপি যদি আমেরিকা ব্লক হ থা তাহল ২০১৪ সাল নির্বাচন থ শুরু কর এত অত্যাচ নির্যাতন পর আমেরিকা চুপ কেন? ","20","14"
"political_comment"," এক রাজনৈতিক দল একাধিক ব্লক লোক থাক পার আব সবা আন্তর্জাতিক ব্লক মেইনটেইন কর না কর শীর্ষস্থানী প্রভাবশালী বিএনপি একাধিক ব্লক রাজনীতিবিদ ছিলো এবং আ আমেরিক সাথ বিএনপির শীর্ষস্থান সম্পর্ক খারাপ হ সম্ভবত ‘১০ ট্রাক অস্ত্র’র ঘটন পর য প্রতিক্রিয়া দেখা যা ১/১১ এর সম এখন বিএনপি ডাইরেক্ট মার্কিনব্লক বলা যা নাতব মার্কিনী চা বিএনপির জনসমর্থন ব্যবহ কর জন্য তা সহযোগী দল হিসাব রাখ শুধু বিএনপির সমর্থন ব্যবহ করব এর বেশি কিছু না বিএনপি’র ভেতর সম্ভবত মার্কিনব্লক কোন রাজনীতিবিদ/নীতিনির্ধারক আ তা বিএনপি সেদি পরিচালিত কর ","85","17"
"political_comment"," বিএনপি’র জন্ম চীন ও আমেরিকাপন্থী লোক নি ৬ নম্বর পয়েন্ট লক্ষ্য কর বিএনপির যখন সৃষ্ তখন চীন ও আমেরিকা জোট ছিলো এখন চীন ও আমেরিক বিরোধী জোট দ্বন্দ্ব বিএনপির মধ্য এত ফাটল ও দুর্বলত মূল কারণ ৬ নম্বর পয়েন্ট ","39","13"
"political_comment"," নুরুল ইসলাম নাহিদ আওয়ামীলীগ না ছাত্র ইউনিয়ন ছাত্র ইউনিয়ন এক সংগঠন যা শুরু কর রাশিয়া কিন্তু পর তা কয়েকব ছিনতা হ চীন হাত হ আমেরিক হা উঠ আস ","28","14"
"political_comment"," ব্লক হল হবেনা ভরসা রাখ যোগ্যতা থাক হব যা বিএনপির না ","11","13"
"political_comment"," আসল বিএনপি এখন ক খালু? এমন এক্ পরিস্থিতি আর কি? ","10","12"
"political_comment"," বর্তামান ভারত সরক আমেরিক ব্লক সাথ কাজ কর এই আম সবা জানি আব বাংলাদেশ আওয়ামীলীগ রাশিয়া ব্লক সাথ তাহল আম প্রশ্ন হলো দু ব্লক রাজনীতির মাঝ বন্ধুত্ব হলো কি করে? এ আপনি কি ভাব দেখবেন? ","35","14"
"political_comment"," বিজেপি মার্কিনব্লক সদস্য আর কংগ্রেস রুশব্লক আওয়ামীলীগ মূল সম্পর্ক কংগ্রেস সাথ বিজেপির সাথ না তব শেখ হাসিনা বর্তমান বিজেপি সরক হা রাখ জন্য অনেক বিষ ছাড় দে য বিজেপি শেখ হাসিন ডাইরেক্ট বিরোধীতা না কর পার ","36","16"
"political_comment"," এ বিষয় নি কনফিউজড ছিলাম এখন উত্তর পেলাম ধন্যবাদ দয়া কর তুরুষ্ক বিষয় জানাবেন৷ ","14","16"
"political_comment"," এইগুলা জানি কিন্তু কথা হলো লোকাল রাজনীতি আওয়ামীলীগ কোন বিএনপির নেত সাথ লেয়াজু করল জাতী রাজনীতি থ লোকাল রাজনীতিক নেতা ক প্রেশ দে হ কিন্তু আন্তর্জাতিক রাজনীতি ক প্রেশ দে হ না? ","32","15"
"political_comment"," বন্ধু টার্কি ফার্ম লোকাল রাজনীতি আওয়ামীলীগ এর কোন লোক যদি বি এন পির নেত সাথ লেয়াজু কর তাহল ত দল ইমেজ নষ্ট হয়ভারসাম্য নষ্ট হ যা স হ দি পার নাতা সরাসরি একশন যায়সরাসরি একশন যাওয় উপযুক্ত কারন আ কারন স তো আওয়ামীলীগ এর লেভ লাগি … ","47","13"
"political_comment"," তিত্বী বল্ক কা সাথ সম্পর্কিত হ কাজ কর বা নতুন দল যা দল নাম আ কিন্তু মানুষ না এ কী ভাব কাজ করে! সুন্দর ভাব বুঝানোর জন্য ধন্যবাদ ","28","12"
"political_comment"," ভা বর্তমান বিএনপি কোন ব্লক ক কাজ কুর দয়া কর জদি বলত ","12","12"
"political_comment"," এক রাজনৈতিক দল একাধিক ব্লক লোক থাক পার আব সবা আন্তর্জাতিক ব্লক মেইনটেইন কর না কর শীর্ষস্থানী প্রভাবশালী বিএনপি একাধিক ব্লক রাজনীতিবিদ ছিলো এবং আ আমেরিক সাথ বিএনপির শীর্ষস্থান সম্পর্ক খারাপ হ সম্ভবত ‘১০ ট্রাক অস্ত্র’র ঘটন পর য প্রতিক্রিয়া দেখা যা ১/১১ এর সম এখন বিএনপি ডাইরেক্ট মার্কিনব্লক বলা যা নাতব মার্কিনী চা বিএনপির জনসমর্থন ব্যবহ কর জন্য তা সহযোগী দল হিসাব রাখ শুধু বিএনপির সমর্থন ব্যবহ করব এর বেশি কিছু না বিএনপি’র ভেতর সম্ভবত মার্কিনব্লক কোন রাজনীতিবিদ/নীতিনির্ধারক আ তা বিএনপি সেদি পরিচালিত কর ","85","17"
"political_comment"," ইসরাইল আসল কিছু না মুল শক্তি হ ইহুদী যা আমেরিকা থা মার্কিন ধনী ও প্রভাবশালী ইহুদী গরীব ইহুদী জড়ো কর ইসরাইল নামক রাষ্ট্র বানাই এ ও অনেক পুরাতন ইচ্ছা ","29","15"
"political_comment"," মধ্যমপন্থী মিলন তুরস্ক এখন পিওর জাতীয়তাবাদী! তা তা দোনো ব্লক সাথ সম্পর্ক মেইনটেইন কর যখন যা লাগ আর কি!তব আমেরিকা চিন্তিত তুরস্ক তা হাত থ ব হ যা তাই! ","29","14"
"political_comment"," বিএনপি’র জন্ম চীন ও আমেরিকাপন্থী লোক নি ৬ নম্বর পয়েন্ট লক্ষ্য কর বিএনপির যখন সৃষ্ তখন চীন ও আমেরিকা জোট ছিলো এখন চীন ও আমেরিক বিরোধী জোট দ্বন্দ্ব বিএনপির মধ্য এত ফাটল ও দুর্বলত মূল কারণ ৬ নম্বর পয়েন্ট ","39","13"
"inciteful"," #আওয়ামীলীগ যেহেতু রুশ ব্লক তা তা য অন্ত কলহ দেখা যা এ কি মার্কিনী দের জন্য? ","15","13"
"inciteful"," #সাম্রাজ্যবাদী দের বিশ্বায়ন প্রকৃয় আংশ হিসাব য ব্লক গুলা তৈরি তা বুঝ পারলাম তব এ সুবিধা বেশি কা ভোগ করে? ","19","15"
"political_comment"," জামাত স্পষ্ট ভাব এমেরিকা র বল ","6","14"
"hate_speech"," মধ্যমপন্থী মিলন জ্ ভা হাসান জামায়াত ইসলামী ব্লক হ কাজ কর জামায়াত আন্তর্জাতিক ভাব কারো সাথ বৈরিতা চা না তব রাজনৈতিক কারণ তা বৈরিতা না করল আদর্শিক কারণ তা সাথ আন্তর্জাতিক ব্লক সাথ তুমুল বৈরিতা তৈরী হ যেমন নাস্তিক্য ফ্যাসিবাদ পন্থী সমাজত… ","42","16"
"religious"," একমত জাঝাকাল্লাহ ","1","48"
"political_comment"," আলোর পথ যাত্রী তুরস্ক  সিরিয়া  ইস্যু আমেরিকান ব্লক আব মুদ্ ইস্যু রাশিয়ান ব্লক যদি এ মারপ্যাচট প্যাচ খুল দিতেন!","17","18"
"political_comment"," এরদোগান আসল সকাল সন্ধ্যা এরশাদ ব্লক লোক ","7","15"
"political_comment"," এরদোয়ান কোন ব্লক ন বরং উভয় ব্লক এরদোয়ান সাথ লিয়াজো রাখ চল চেষ্ কর ","14","14"
"inciteful"," ভা আমি যা বল জান বল আমি নিজ একজন এরদোগান ভক্ত কিন্তু ত আচরন কোনো ঠিক ঠিকানা না ক্ষন ক্ষন ভোল পাল্ সিরিয় মুজাহিদীন সংগঠন হায়াতুত তাহরীর আশ শাম তিনি সন্ত্রাসবাদী সংগঠন হিসাব তালিকাভুক্ত কর অথচ এতোদিন… ","37","15"
"hate_speech"," শাহেদ কবির এরশাদ বনাম এরদোগান=ব্যার্থতা বনাম সফলতা রাজরানীর সাথ চুত**নির তুলনা ক সাজা না ","14","16"
"inciteful"," মধ্যমপন্থী মিলন ব্যাপার একেবার সহজ সাইফুল সাব! সিরিয়া তা মূল উদ্দেশ্য ছিলো গণহত্যাকারী ফ্যাসিস্ট আসাদ সরক হঠানো এ উদ্দেশ্য তা সিরিয় বিভিন্ন গ্রুফ হেল্প কর প্রকাশ্য অপ্রকাশ্য অর্থাৎ বিভিন্ন ভাব সব গ্রুফ তা থ অস্ত্র সহায়তা পে এর মান এ ন য তা অমুক অমুক গ্রুপ প্রতিনিধিত্ব কর তা রাজনৈতিক ভাব ও প্রকাশ্য শুধুমাত্র ফ্রী সিরিয়ান আর্মীর পক্ষ বল আর কারো পক্ষ ন মূলত এ হাত দি সিরিয় সব গ্রুফ কমবেশী সহায়তা পা এরদোগান সরক শেষ সম পর্যন্ত চে এখন চা আসাদ সরক হঠা তব তা তা নিজে আঞ্চলিক স্বার্থ ও রাজনৈতিক স্বার্থ দি লক্ষ্য কর সমস্যা হ আসাদ বিরুধী ইস্যু এ মুহূর্ কেউ তা পাশ ন বেঈমান আর আমেরিকা ইউরোপ সবা তা আসাদ ইস্যু মাঠ নামিয়েছিলো এখন সবগুলা সর গ অপরদি আসাদ ত মিত্র রাশিয়া আর ইরান সাথ ঘনিষ্ট থ ঘনিষ্ঠতর হ য কারণ অবশ্যম্ভাবী ফল হিসাব আসাদ সিরিয়া জয়ী হ চল ","143","15"
"political_comment"," আপন কা‌ আম এক‌ প্রশ্ন দয়া কর উত্তর দিব বাংলা‌দেশে‌র রাজনৈ‌তিক জণ সমর্থীত তৃতী অবস্থান কোন দল এবং স দল আন্তরজাতিক পর্যা‌ কোন ব্ল‌ক সহ‌যোগীতা নে ","26","16"
"inciteful","তৃতী বা একমাত্র একক শক্তি র রাজনৈতিক দল  ইসলামী আন্দোলন বাংলাদেশ  যা বলক হ সারাবিশ্ব র হকপন্থী আলেমসমাজ","21","13"
"political_comment"," জামাত এর পক্ষ হিলারি পয্যন্ত বল নিজস্ব বলক বিধা ","9","15"
"political_comment"," শুধু হিলারী কেন?কোন মার্কিন প্রেসিডেন্ট জামা ইসলামীর বিরোধিতা কর কি? ","10","19"
"religious"," আপনা বিকৃত ইতিহাস প্রভা‌বিতমওদুদী রহ এর জানাযা হ কোথা আপ‌নি যা‌নেন? যেখা‌ন হা‌ গনা ক‌য়েকজ ইমলামী চিন্তা‌বি‌দ দের মসজী‌দ নববীর সাম‌ন সে বড় কথা কিন্তু আপনি না যে‌ন প্রশ্ন তু‌লে‌ছ বিধা বললাম আর মন রাখ‌ব যা প্রকিৃত সত্য অনুসন্ধানী তা প্র‌ত্যেক বিষ‌ বিচ বিশ্লেশন কর ত উপর বিশ্বাস স্থাপন ক‌র ","50","16"
"political_comment"," মওদুদি মুলত ব্রিটিশকোম্পানি র দালাল ছিল তা বৃটিশ রা কিন ফেল ","11","15"
"hate_speech"," ভিক্তীহীন কথা কেবল নির‌বোধ ব‌ল ","5","18"
"political_comment"," ব্রিটিশ দেরর পক্ষ মওদুদি র অবস্থান ছিল পরিষ্ক ","8","15"
